172,173,174,175,176,177,289,5
190,74,111,67,57,68,253,6
311,147,174,157,165,17,512,246
476,324,52,289,424,3,267,104
494,209,518,280,469,315,110,183
362,354,370,329,444,287,271,4
320,453,339,436,321,225,372,4
162,484,316,150,4,278,439,417
142,217,136,417,264,504,38,415
246,241,24,236,422,60,226,1
367,383,164,194,506,368,142,1
258,59,158,477,460,424,82,7
67,84,17,242,106,206,46,6
237,221,122,348,262,96,488,144
185,100,236,16,377,148,196,3
143,434,347,388,214,354,134,4
517,28,109,176,168,7,272,144
235,410,300,85,164,323,271,78
121,367,261,239,288,273,300,166
132,345,32,47,241,351,254,275
67,27,412,334,99,237,14,4
25,101,115,171,470,442,0,252
122,458,56,322,327,412,225,164
193,171,4,463,427,15,247,379
