482,434,23,37,63,334,1,427
23,201,106,17,200,218,80,6
357,398,433,11,87,258,35,4
450,467,351,88,462,46,64,2
203,37,229,127,222,335,490,5
208,393,90,466,221,348,1,2
131,434,87,262,194,272,472,0
302,320,288,91,4,428,381,262
335,117,285,430,89,95,508,4
156,147,186,130,348,4,50,435
68,240,98,126,185,55,239,288
207,36,77,512,120,2,138,501
174,456,77,436,137,67,173,396
75,8,427,329,498,134,434,389
251,327,255,22,225,94,180,0
444,467,449,472,362,509,510,259
434,473,183,223,134,292,298,1
349,276,127,213,445,125,247,141
165,323,154,167,329,398,26,1
371,366,268,486,28,140,196,256
135,24,456,290,171,515,368,138
296,81,29,46,472,395,125,151
275,223,179,248,17,61,425,486
462,216,154,283,135,89,69,6
