49,19,246,276,279,255,198,1
161,241,239,57,258,6,237,41
232,175,16,252,196,442,65,5
119,23,434,25,299,514,394,7
177,31,204,6,144,335,404,255
80,121,175,200,79,185,177,0
41,392,321,299,458,2,234,276
65,108,68,484,248,91,262,3
500,391,428,42,304,236,422,3
400,302,513,156,489,97,402,4
45,109,373,309,202,463,313,39
395,229,166,129,243,161,83,6
245,370,199,214,173,512,348,211
404,446,391,293,3,245,227,146
222,427,142,204,399,7,78,235
432,142,518,234,431,341,114,185
161,125,35,506,211,177,231,2
337,452,508,374,485,501,197,3
166,80,432,191,178,28,218,403
326,358,404,150,131,74,26,257
233,423,303,396,270,126,124,11
19,350,239,481,365,447,234,105
272,302,194,493,231,485,340,2
156,221,436,79,268,355,216,2
