198,203,204,260,206,250,243,0
235,136,135,211,8,30,3,5
167,142,105,20,209,205,92,1
46,376,116,55,244,454,453,4
255,409,31,138,88,181,340,4
368,474,257,213,67,285,251,2
151,215,181,228,205,211,232,4
435,369,324,338,506,441,513,451
118,14,61,226,468,236,155,290
0,455,396,409,449,488,423,368
168,216,79,74,232,10,408,4
470,277,129,431,462,320,297,5
56,101,359,69,221,286,305,307
248,477,82,306,285,158,410,459
113,43,430,420,177,326,468,5
61,190,112,167,339,76,276,2
274,375,463,296,438,350,116,5
74,378,263,83,22,1,506,433
455,85,225,485,328,148,121,405
16,370,149,156,133,74,11,1
478,309,209,91,73,157,52,7
119,455,281,300,58,409,5,113
109,96,8,98,21,189,0,494
246,475,258,184,327,160,500,0
