502,279,198,0,256,277,6,2
96,25,70,240,15,28,230,2
22,77,0,43,237,11,61,2
390,38,467,352,460,285,435,4
238,302,261,40,74,242,150,84
116,318,42,204,26,182,427,486
402,81,221,170,182,248,56,7
19,196,3,228,247,87,210,5
145,486,418,347,69,233,261,7
149,352,33,170,308,85,161,7
514,355,296,393,92,174,173,23
426,184,168,392,139,406,216,427
375,103,490,413,396,355,64,156
341,325,71,124,254,120,207,346
85,424,33,320,343,120,339,420
224,39,214,198,91,443,102,1
393,131,177,139,454,63,211,247
35,387,262,96,179,364,32,0
151,317,30,486,399,328,84,270
303,346,36,354,378,25,493,319
311,55,127,102,159,189,334,57
185,79,233,117,253,81,76,20
323,385,333,389,364,412,120,1
113,482,31,490,455,316,381,68
