19,35,510,402,442,373,261,5
228,18,99,237,179,137,180,1
375,291,397,55,39,240,398,5
247,221,305,297,388,412,286,280
267,27,420,138,513,503,146,261
36,351,143,273,438,28,234,140
301,452,51,13,234,101,293,215
112,254,212,320,369,238,466,1
249,28,210,91,100,250,477,247
213,45,158,280,311,63,237,1
228,340,226,106,189,218,426,253
130,50,5,305,86,85,517,6
471,67,510,117,222,250,319,449
7,331,66,135,364,218,23,439
424,165,82,112,21,51,111,215
420,465,445,160,421,394,228,3
190,318,460,288,92,110,5,207
204,385,61,122,175,155,51,0
81,20,300,72,370,247,217,94
275,253,338,323,80,225,217,56
288,56,221,495,180,107,357,302
116,417,300,32,176,213,171,455
456,467,232,127,164,344,387,4
478,184,259,42,11,121,89,5
