172,173,174,175,176,177,178,2
206,18,60,168,4,233,14,5
47,84,149,185,196,161,3,4
199,371,458,308,435,260,3,159
41,146,400,504,138,294,401,3
41,163,14,73,137,178,205,3
124,251,208,392,128,34,159,412
361,380,501,106,445,7,345,167
254,271,335,272,401,175,413,292
222,170,55,215,156,121,271,211
440,158,419,275,499,141,126,342
400,283,47,69,31,211,1,367
478,272,383,266,153,7,202,472
138,386,58,109,500,306,365,1
381,479,142,500,220,22,13,242
146,519,374,155,160,371,102,319
169,44,342,56,71,355,216,265
500,181,235,106,263,457,335,302
163,285,234,504,280,184,170,5
112,438,229,115,161,100,436,1
19,469,321,311,338,3,81,77
490,311,354,339,29,325,328,220
471,37,145,278,30,489,6,17
35,464,215,87,216,509,194,350
