250,204,312,198,19,442,3,4
169,332,2,88,189,1,107,4
220,93,503,400,5,516,146,437
21,351,240,271,374,340,1,359
279,165,280,479,422,208,390,1
494,446,29,98,56,82,294,4
171,232,151,20,337,421,319,2
517,472,64,28,305,470,70,1
58,263,348,224,95,506,234,3
46,267,136,350,255,253,42,6
277,466,395,488,379,205,451,5
345,284,505,26,314,263,343,6
11,387,425,416,345,405,17,6
153,119,324,33,196,262,2,377
370,53,58,192,289,445,174,5
112,195,325,349,105,409,513,0
507,284,347,338,495,354,0,229
139,444,165,57,259,371,438,0
156,97,188,389,424,122,155,62
473,216,480,335,357,62,69,1
485,342,153,136,313,498,381,453
497,51,249,327,269,35,463,23
503,124,350,330,64,300,362,7
176,185,445,342,208,396,354,482
