234,203,206,198,260,250,243,3
42,204,194,131,85,100,39,2
162,68,258,257,124,101,164,3
149,121,94,142,253,123,100,15
130,177,55,180,222,212,214,3
14,491,277,125,153,188,159,3
328,462,222,293,491,336,423,5
236,63,449,12,101,42,265,6
162,394,271,402,240,39,138,58
14,367,459,314,496,278,263,217
344,443,386,385,54,114,298,1
427,480,312,145,20,93,499,7
227,351,14,209,168,225,436,374
438,506,24,391,374,463,102,489
298,319,276,7,119,17,327,185
298,375,170,420,224,314,465,180
295,262,21,338,372,502,173,462
331,485,443,31,269,188,290,330
165,314,117,13,73,226,408,74
464,386,283,242,346,490,42,304
257,360,28,371,225,307,171,7
400,136,458,249,72,242,362,69
53,58,511,206,79,324,214,407
210,2,348,184,504,340,127,32
