0.000000000000000000e+00,2.455380759204494889e-01,2.987738599071529388e-01,3.295759054136079280e-01,3.912982689954523918e-01,3.912982689954523918e-01,4.572504606959294504e-01,5.058565489568634943e-01,5.237162598959974602e-01,5.329014127243240084e-01,5.435207695079319334e-01,5.602947933528786839e-01,5.668816723964996696e-01,5.728656670621423697e-01,5.748731609680048926e-01,5.934022001574743577e-01,5.999929955750070709e-01,6.055086842798451663e-01,6.124169877955806252e-01,6.215678785251131933e-01,6.237377976720664963e-01,6.251624799340425032e-01,6.288566131960299233e-01,6.314100436074482348e-01
0.000000000000000000e+00,1.437188228047692473e-01,2.462446498162870478e-01,3.972362831313785980e-01,5.143101005075877419e-01,5.256606956447078538e-01,5.513616718572789122e-01,5.708096048087828445e-01,5.812660671269840318e-01,5.833293321660490971e-01,5.962366336770639208e-01,5.973780256884893003e-01,5.985175533187708785e-01,6.054060309492009795e-01,6.140001301690515279e-01,6.166484475230928908e-01,6.185737170510364757e-01,6.201126609241046639e-01,6.224285235461521903e-01,6.246068220523934844e-01,6.284048329871634309e-01,6.306693261317548593e-01,6.321948422674202872e-01,6.334937821845962880e-01
8.732120175334837087e-02,1.343028337143617468e-01,2.700716253570914493e-01,3.322085587973572229e-01,3.908389156665075803e-01,4.651062380641047822e-01,5.100427322263969554e-01,5.127932195716145003e-01,5.460792617665573001e-01,5.628437274517117395e-01,5.629217957677984385e-01,5.658230945042866944e-01,5.729447569014899377e-01,5.915079296311638313e-01,6.014449479287782285e-01,6.085357237048412138e-01,6.109958787001652514e-01,6.167042427471293164e-01,6.195945178481155891e-01,6.246410005612098582e-01,6.263122045046535247e-01,6.270170283677679590e-01,6.288177834490842333e-01,6.315812197267731687e-01
0.000000000000000000e+00,4.060380890045600655e-01,4.235299496289268717e-01,4.777209594607931264e-01,4.797076328538542045e-01,5.587955132909925293e-01,5.596710325975730038e-01,5.696380690328577412e-01,5.696380690328577412e-01,5.827433562019587177e-01,5.827433562019587177e-01,5.844945986627851919e-01,5.919752592146000358e-01,5.928953124435347721e-01,6.005518325946694880e-01,6.024020471083977313e-01,6.121395988948485911e-01,6.142481880858323695e-01,6.154147915510415068e-01,6.173183402721287294e-01,6.195155051176357563e-01,6.234567422285568483e-01,6.239859187420534470e-01,6.246508691045203898e-01
0.000000000000000000e+00,2.327477635828320568e-01,3.549846521488092543e-01,4.030624199221830017e-01,4.443133601040465397e-01,4.632865331512375229e-01,4.665093475795546452e-01,4.951343560791960918e-01,5.141620539436946302e-01,5.437971430729802158e-01,5.505393897234125422e-01,5.505700998972720139e-01,5.513821742678772786e-01,5.760221164499119695e-01,5.807819523103769921e-01,6.057199216211178738e-01,6.150703072483100220e-01,6.173112139776917306e-01,6.207585640431607654e-01,6.243851950084791103e-01,6.276603597779057964e-01,6.287430470650137160e-01,6.297106120448534572e-01,6.307885823089443011e-01
0.000000000000000000e+00,1.511050986783806505e-01,3.678878653220257755e-01,3.808985587292438302e-01,4.290271599714831630e-01,4.837369418947838895e-01,5.217093630657506642e-01,5.719929296306828226e-01,5.829747704703239775e-01,5.869656119691953888e-01,5.906570814047857887e-01,5.922762735610211937e-01,5.974744103650277971e-01,6.037617266729100596e-01,6.082561166687168175e-01,6.113882380609431122e-01,6.178908214788252362e-01,6.206710993293055312e-01,6.231769364433688008e-01,6.246234350684650716e-01,6.279971101629573393e-01,6.298886096818292479e-01,6.316440724691101405e-01,6.320897661094447839e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.561131438498143120e-01,2.026979925384612968e-01,2.376580639348804258e-01,2.521851324899334612e-01,2.580525515039310269e-01,3.003314085658759236e-01,3.451216535691594145e-01,3.581526827953165903e-01,3.688204142363297744e-01,3.896617303946456889e-01,5.063757451741290883e-01,5.165970364118512848e-01,5.258264780367623015e-01,5.345940120872357815e-01,5.409143109051424148e-01,5.491906489513405099e-01,5.499734891082083132e-01,6.037766599489378105e-01,6.068219101292666728e-01,6.144955196574947154e-01,6.184966560985591943e-01,6.244075532023645181e-01
2.099263531695144125e-01,2.598178296390012965e-01,3.973232364271154227e-01,4.269982371212478478e-01,4.269982371212478478e-01,4.723342780587955203e-01,5.273758323497532707e-01,5.273758323497532707e-01,5.378180584452463275e-01,5.456624573479129658e-01,5.587534021839593024e-01,5.816714501239522717e-01,5.855417959785828019e-01,5.998580092165639588e-01,6.013627578069953294e-01,6.057885890309613330e-01,6.143256903306921757e-01,6.153395466986915086e-01,6.190491938633676527e-01,6.219836678183884304e-01,6.241405032785328766e-01,6.263967566654402574e-01,6.283537342148156624e-01,6.293722115644611037e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.509422857434072618e-01,1.509422857434072618e-01,3.234140775436093462e-01,3.489876126622548091e-01,4.475611650011976916e-01,5.064065272406388374e-01,5.064065272406388374e-01,5.268027955572425203e-01,5.283269865948714283e-01,5.349376422355105465e-01,5.927833500607084805e-01,5.943923246614180034e-01,5.977724114641527198e-01,6.010888621872946258e-01,6.044526831675592904e-01,6.072818781842258540e-01,6.112504679477679392e-01,6.205089578546313378e-01,6.284212447061339191e-01,6.299260596854344696e-01,6.314493370063826161e-01,6.327041459440193583e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.233257852866582793e-01,4.318620390899298167e-01,4.724633722685048220e-01,5.369994952936840704e-01,5.531475306566902006e-01,5.677983774198218647e-01,5.746920429702244704e-01,5.762133107707039237e-01,5.820731888794150599e-01,5.875086308349906083e-01,5.890825711165519341e-01,5.929040876835169893e-01,5.999790181853776883e-01,6.066335530456015146e-01,6.078821685608863934e-01,6.090460322136089788e-01,6.093553197974160840e-01,6.110958877774512743e-01
