260,261,262,263,264,265,266,7
686,418,648,138,398,356,184,1
191,558,122,340,393,50,203,485
503,30,725,72,84,88,763,3
692,655,432,421,11,513,385,627
473,447,766,771,150,731,39,3
442,478,509,344,696,611,210,748
481,95,471,426,321,6,146,2
469,17,142,197,37,738,320,2
226,280,568,163,204,230,123,2
408,557,275,7,310,240,601,206
643,364,95,702,180,674,139,6
688,562,446,553,113,565,39,7
671,182,69,163,126,9,44,235
205,651,57,31,432,209,401,664
325,500,146,485,473,147,726,4
680,432,672,168,505,313,254,8
395,547,657,284,226,28,64,2
620,441,365,658,708,601,156,668
667,413,349,479,568,554,163,757
196,613,275,713,768,486,364,418
653,527,338,373,184,744,220,708
305,543,768,14,772,545,727,3
676,304,519,470,732,176,560,5
