568,312,198,250,19,442,698,6
261,262,263,264,265,266,7,6
260,261,262,263,237,614,358,6
571,438,694,693,437,724,468,149
611,355,92,12,195,0,487,743
11,489,513,602,229,187,276,7
539,582,658,48,166,448,528,4
360,94,672,291,430,477,719,1
71,252,512,0,135,442,369,289
647,247,66,626,456,187,96,7
275,465,532,734,403,278,603,200
624,231,204,297,215,277,384,267
542,508,151,127,340,639,683,0
585,146,135,651,118,339,409,167
145,43,732,472,623,235,694,127
650,64,45,380,104,730,765,725
344,169,259,442,113,88,663,39
64,197,152,587,688,578,656,7
398,330,254,288,325,633,294,6
564,670,687,319,480,426,315,431
266,488,484,660,499,631,331,454
409,342,96,31,635,230,407,2
170,266,414,202,92,355,233,281
384,676,427,703,88,190,755,337
