255,535,761,105,277,734,198,1
770,88,257,732,571,621,733,629
736,125,640,215,326,120,73,4
53,717,259,591,748,73,33,5
626,521,91,152,471,750,713,7
203,481,446,174,761,303,301,204
689,33,189,84,730,254,3,728
551,514,444,104,472,310,79,0
627,643,671,193,624,746,0,164
328,354,609,345,412,304,481,507
374,251,517,54,493,516,398,3
60,225,575,388,195,654,148,3
615,723,306,171,560,37,318,2
213,102,181,156,715,115,5,7
283,436,484,391,472,398,122,309
273,723,214,746,289,380,307,284
534,298,370,411,0,374,592,30
611,461,271,637,211,765,306,4
77,680,582,194,418,342,346,391
327,743,39,250,61,133,730,669
761,185,451,233,3,715,165,609
137,608,25,437,197,6,202,299
269,175,230,386,726,521,682,1
102,663,763,325,704,148,573,0
