260,261,262,263,264,265,652,2
168,762,72,177,39,0,3,6
425,325,70,450,268,385,716,506
724,704,93,297,118,755,186,3
19,171,521,650,60,104,119,324
365,628,255,716,276,355,149,7
469,341,142,384,233,717,5,637
280,344,96,414,434,68,541,0
464,390,486,532,510,285,752,4
177,353,126,365,752,143,5,6
325,263,728,556,652,392,118,4
169,646,249,128,177,430,146,91
442,310,647,341,83,196,734,513
246,516,277,83,146,614,70,731
485,102,774,446,653,221,346,140
131,350,465,167,621,440,657,754
355,45,404,609,256,299,683,64
616,255,286,418,37,23,493,15
166,738,62,13,74,298,251,562
239,734,35,444,127,526,605,751
186,129,168,153,631,726,642,260
253,758,464,289,446,133,554,125
110,210,149,638,699,669,385,318
559,43,124,560,222,379,439,186
