284,170,275,208,112,673,477,6
552,541,136,234,646,57,7,745
751,168,34,655,709,233,689,242
82,126,704,623,464,770,81,59
723,568,559,61,328,340,704,0
734,539,254,24,729,662,73,203
475,574,492,454,124,369,665,0
223,633,463,169,398,348,174,437
526,84,251,443,48,348,565,6
48,218,578,157,714,614,528,1
583,560,719,625,755,76,163,128
61,561,317,573,170,613,4,48
213,305,10,48,259,645,286,621
301,548,220,165,159,483,232,6
59,22,243,134,534,185,579,595
507,479,486,495,185,521,552,0
59,112,87,57,675,54,611,7
628,103,466,585,25,227,226,3
510,360,249,549,405,371,180,3
400,145,27,596,311,20,540,2
446,90,212,120,125,612,762,657
279,229,287,489,714,111,346,2
593,353,741,34,425,317,473,3
158,70,302,149,748,424,16,7
