568,312,198,19,442,698,0,4
260,261,262,263,264,265,266,4
35,81,88,643,250,572,119,3
678,547,223,219,685,646,540,0
735,245,95,82,147,73,240,94
580,31,325,704,371,772,270,47
559,248,739,343,68,347,303,1
79,724,563,450,101,98,158,86
266,153,0,164,432,376,446,596
257,581,719,173,669,335,290,327
35,148,52,478,598,769,4,1
658,11,701,233,235,138,35,3
301,389,18,304,512,210,738,632
441,234,593,611,424,31,19,49
136,99,623,312,217,212,615,495
371,421,335,464,399,517,0,58
157,231,401,105,478,690,0,6
749,321,495,250,401,694,448,58
732,447,735,633,517,556,109,6
71,590,674,364,308,679,57,0
508,618,25,458,572,65,734,5
525,323,200,508,532,31,25,329
620,449,612,353,345,189,492,2
198,767,283,368,443,32,294,6
