453,188,560,208,673,2,477,3
123,570,109,225,599,545,686,6
531,447,95,121,707,318,53,7
287,195,634,466,502,289,699,433
422,696,706,13,169,517,104,682
437,450,377,226,271,573,183,529
193,340,100,22,614,424,65,766
474,350,273,336,83,54,452,480
252,159,103,136,248,12,572,621
763,481,487,465,503,500,322,336
290,351,189,342,314,374,282,324
236,72,210,680,26,85,584,356
627,200,654,611,5,557,243,581
661,691,762,744,16,55,260,157
15,195,84,730,67,649,640,6
567,316,387,540,616,635,329,350
305,170,319,201,691,543,692,604
197,573,663,169,463,576,346,202
640,688,651,422,636,363,757,6
692,582,189,655,629,229,591,294
537,471,123,160,207,279,164,0
614,349,399,438,493,633,547,7
38,117,735,690,64,435,555,622
278,688,103,579,555,263,560,639
