143,481,390,480,368,654,767,0
348,428,206,379,616,376,45,1
323,602,71,280,163,507,155,6
634,334,106,774,26,561,306,371
399,6,166,488,255,668,558,362
232,669,487,275,623,646,238,702
572,141,565,750,27,226,154,677
613,546,689,670,522,219,391,6
129,592,503,152,234,96,229,7
543,411,517,171,201,119,210,6
321,74,260,323,256,645,84,1
459,738,179,236,212,26,447,157
61,1,451,435,419,697,173,548
704,240,63,756,121,751,567,676
145,738,260,309,252,47,238,6
156,173,4,301,267,745,470,746
730,576,114,395,508,751,215,30
38,50,41,204,668,189,686,239
21,157,250,0,168,110,107,600
88,161,114,586,476,5,1,0
622,283,737,486,498,115,337,3
441,309,245,582,204,74,599,4
415,761,280,475,74,614,360,5
537,350,106,579,389,530,693,88
