712,260,250,243,721,702,628,3
591,290,262,770,279,503,587,2
181,283,439,145,550,251,399,0
387,254,698,372,143,215,56,1
379,451,516,367,395,296,435,0
58,51,515,454,128,531,234,3
73,425,410,718,467,400,235,2
325,324,602,361,315,193,671,136
714,609,500,3,414,503,54,726
474,81,101,93,1,519,117,126
126,225,639,22,711,133,147,743
629,6,171,760,515,254,180,558
753,565,731,417,648,412,260,203
643,133,270,552,200,417,285,4
722,410,477,769,53,216,748,7
399,765,28,567,500,427,406,321
769,184,612,557,30,137,27,4
249,140,487,130,418,731,549,634
115,569,469,346,660,606,401,446
48,554,54,60,664,668,205,1
395,177,724,387,102,709,592,645
646,219,538,99,681,738,57,205
420,740,742,547,168,458,593,617
187,612,751,17,258,542,3,128
