176,178,0,56,312,442,186,6
173,174,175,176,177,178,4,6
172,173,174,175,176,177,178,3
75,354,98,225,481,63,319,2
92,177,91,95,151,171,33,34
328,304,213,440,330,177,292,61
385,190,192,85,398,200,339,244
414,421,385,412,379,263,465,390
430,292,101,477,400,329,7,339
339,81,137,42,325,357,417,368
418,172,516,341,479,169,329,191
206,256,453,148,22,487,156,0
117,275,77,496,264,380,138,6
289,361,357,282,444,494,516,384
429,512,80,320,188,364,106,2
321,489,245,278,205,450,236,404
235,476,160,396,8,181,402,7
15,13,444,255,108,239,418,165
204,350,344,364,236,87,37,406
256,167,174,464,157,211,6,434
344,205,15,425,63,115,459,2
218,178,270,241,184,56,5,433
324,329,188,211,277,437,402,360
327,392,229,233,37,413,13,1
