119,45,181,219,79,138,237,5
485,149,144,478,23,285,43,445
407,156,294,40,12,268,350,4
116,129,119,43,105,163,98,1
209,87,198,68,183,45,34,3
436,492,82,47,268,225,340,3
136,292,68,64,419,102,411,2
342,330,494,273,492,335,344,311
494,486,438,173,334,499,478,0
34,434,351,433,74,337,510,289
508,374,10,136,302,74,390,146
335,54,119,250,254,189,65,80
83,130,261,228,233,405,169,172
208,177,91,190,486,25,78,34
105,146,441,94,68,211,1,3
123,236,226,141,174,260,138,7
214,54,213,75,401,247,300,4
161,173,65,222,124,183,149,361
216,437,394,409,436,306,426,137
225,195,98,33,88,243,16,1
440,152,170,488,199,284,411,0
230,485,442,173,98,147,343,1
211,88,331,507,433,290,409,3
80,24,161,2,243,224,41,5
