1.149597106663974841e+02,1.156175044267880736e+02,1.161950414517851442e+02,1.162313087944741170e+02,1.169391755501295052e+02,1.282301553742372562e+02,1.282486909559630419e+02,1.282951109713784490e+02,1.283484006421210495e+02,1.285382935166005041e+02,1.286229336363801963e+02,1.286498289844882947e+02,1.286498289844882947e+02,1.286677092853971089e+02,1.286689626558866451e+02,1.286689626558866451e+02,1.286690235623188983e+02,1.286690405625240885e+02,1.287314231627405263e+02,1.287348987430680438e+02,1.287348987430680438e+02,1.287391107241654709e+02,1.287398031338576914e+02,1.287422088740280230e+02
1.155870224851703512e+02,1.155984132346723214e+02,1.161581519232089050e+02,1.201681456015433014e+02,1.279960318550229914e+02,1.282152073135143837e+02,1.282322361768489145e+02,1.282384017232612621e+02,1.282419064910542659e+02,1.282807714965192361e+02,1.282861764332684515e+02,1.282871665849544911e+02,1.285421160596958714e+02,1.285421160596958714e+02,1.285784248077798111e+02,1.285790525223478653e+02,1.286651030149213000e+02,1.287026261261871696e+02,1.287330431832573083e+02,1.287330431832573083e+02,1.287388886533871926e+02,1.287428804527545481e+02,1.287435912435904015e+02,1.287522780009741723e+02
1.150384501352195059e+02,1.279834470282819723e+02,1.279834470282819723e+02,1.281983307597048167e+02,1.282424903191171381e+02,1.286631827558421435e+02,1.286631827558421435e+02,1.286998826141594066e+02,1.286998826141594066e+02,1.286998826141594066e+02,1.286998882747221273e+02,1.286998882747221273e+02,1.286998882747221273e+02,1.287040996295126263e+02,1.287147552275556563e+02,1.287147552275556563e+02,1.287154100226115077e+02,1.287155741610601467e+02,1.287155741610601467e+02,1.287228315093031767e+02,1.287245623405895856e+02,1.287245623405896140e+02,1.287251899265901898e+02,1.287285322321796457e+02
1.185591295018719222e+02,1.199639437217239077e+02,1.242790860838506859e+02,1.245127372189385397e+02,1.250991017020350995e+02,1.274429037697556311e+02,1.274710037160582630e+02,1.274710037160582488e+02,1.284432958982511650e+02,1.285757246183723908e+02,1.285766010407339195e+02,1.285766010407339195e+02,1.285779863606550180e+02,1.286189626370061490e+02,1.286196134092543844e+02,1.286199431125336616e+02,1.286500547830141841e+02,1.286599830639826223e+02,1.286699596655138862e+02,1.286699596655138862e+02,1.286839678748126232e+02,1.286867643151490483e+02,1.286868149541485309e+02,1.286918073982680824e+02
1.157270341625403347e+02,1.177248579878956320e+02,1.194960528046079986e+02,1.194961967077184255e+02,1.209379994169548667e+02,1.210047615992711343e+02,1.210049166741228959e+02,1.247530662021201948e+02,1.259987400564871791e+02,1.269248207204923347e+02,1.269258314049976093e+02,1.276686918009042842e+02,1.278288749015407575e+02,1.279475256054743966e+02,1.280283527413113518e+02,1.280344103182784181e+02,1.280433432825531099e+02,1.280433432825531099e+02,1.285507074236298024e+02,1.286093709396153884e+02,1.286694051723891050e+02,1.286881535388159250e+02,1.286987594364550773e+02,1.287044949825045137e+02
1.157800903668996853e+02,1.164876430278322061e+02,1.282243704653204190e+02,1.282422942970018482e+02,1.282634592630755321e+02,1.283594726482704687e+02,1.283597192921554324e+02,1.285348160307914895e+02,1.285348160307914895e+02,1.286260806818524998e+02,1.286454464681477248e+02,1.286700568246614012e+02,1.286700568246614012e+02,1.286700568246614012e+02,1.286738539099937952e+02,1.287358137391001094e+02,1.287411419581110579e+02,1.287416040515797988e+02,1.287426565205630880e+02,1.287426565205630880e+02,1.287498515311905294e+02,1.287524864573744594e+02,1.287551420270499136e+02,1.287572417906151827e+02
1.164793098886922422e+02,1.180179011131343429e+02,1.267752020110708031e+02,1.267789377562107092e+02,1.268885150457308555e+02,1.282900516488197411e+02,1.283694254281183760e+02,1.283696327788397866e+02,1.284470105360782952e+02,1.285305318629685871e+02,1.285305318629685871e+02,1.286061954112450962e+02,1.286061954112450962e+02,1.286074554666339509e+02,1.286074554666339509e+02,1.286117510307278451e+02,1.286117510307278451e+02,1.286189378414222233e+02,1.286232007231942021e+02,1.286235904696065688e+02,1.286790961085800404e+02,1.286802547258565994e+02,1.286860477581896021e+02,1.286867764717696332e+02
1.175039467850513688e+02,1.178082441267834497e+02,1.205648769723631517e+02,1.213527226712526357e+02,1.213573858704326938e+02,1.214894647586521046e+02,1.214894647586520904e+02,1.216730897864880490e+02,1.246952581120142440e+02,1.265213993777496455e+02,1.274541013724474965e+02,1.278064669584149300e+02,1.279117771807485155e+02,1.283635521761924281e+02,1.283738405501805460e+02,1.285529113748357872e+02,1.286044415760250672e+02,1.286059046761328375e+02,1.286474430303025258e+02,1.286474430303025258e+02,1.286477847174789986e+02,1.286479750138955183e+02,1.286791968943536233e+02,1.287002480008436862e+02
1.157150907684856662e+02,1.174103632759116778e+02,1.281750625369033401e+02,1.283126584374966797e+02,1.283240738331563193e+02,1.283263003053407658e+02,1.283487056002769009e+02,1.283487056002769009e+02,1.283799657854642646e+02,1.284879232911437441e+02,1.285449749297322342e+02,1.285588800535767575e+02,1.285588800805946050e+02,1.285729690323364025e+02,1.286102381537546364e+02,1.286257387667381806e+02,1.286517874122062324e+02,1.286641743988961082e+02,1.286653515462122641e+02,1.286653515462122641e+02,1.286694682435092147e+02,1.286710034804367808e+02,1.286716130092670483e+02,1.286716130092670483e+02
1.168620423412427840e+02,1.218058245283041714e+02,1.218395375639168634e+02,1.218966396821402327e+02,1.226681790809610533e+02,1.252612515038137531e+02,1.270035857044265697e+02,1.270650603977966711e+02,1.286013949053333363e+02,1.286353224574166347e+02,1.286353224574166063e+02,1.286489199591428303e+02,1.286556646222153972e+02,1.286556646222153972e+02,1.286680365622280817e+02,1.286695951800985540e+02,1.286710568983201597e+02,1.286710568983201597e+02,1.286736319903810681e+02,1.286756268013042472e+02,1.286776610291684904e+02,1.286806667251205454e+02,1.287360081058891410e+02,1.287365242118514175e+02
